ID;Jugador;TA;TR;SA;FDJ;FR;FC;PR;PCOM;FPM;FPT
aridane-1;Aridane Hernandez;0;0;0;0;4;1;0;0;0;0.00
arambarri-1;Aritz Arambarri;0;0;0;0;0;0;0;0;0;0.00
aritz;Aritz Elustondo;0;0;0;0;14;12;0;0;0;0.00
arkaitz-mariezkurrena;Arkaitz Mariezkurrena;0;0;0;0;0;0;0;0;0;0.00
arnau-1;Arnau Martinez;2;0;0;1;28;11;0;1;0;5.50
arnau-rafus;Arnau Rafus;0;0;0;0;0;0;0;0;0;0.00
arnau-sola;Arnau Sola;0;0;0;0;0;0;0;0;0;0.00
arnaut-danjuma;Arnaut Danjuma;3;0;0;11;7;10;0;1;0;3.33
arsen-zakharyan;Arsen Zakharyan;0;0;0;0;0;1;0;0;0;0.00
arthur;Arthur Henrique Ramos de Oliveira Melo;0;0;0;0;2;0;0;0;0;0.00
arthur-vermeeren;Arthur Vermeeren;0;0;0;0;0;0;0;0;0;0.00
asier-osambela;Asier Osambela;0;0;0;0;0;0;0;0;0;0.00
villalibre;Asier Villalibre;1;0;0;0;6;7;0;0;0;7.00
assane-diao;Assane Diao;0;0;0;2;4;4;0;0;0;0.00
augusto-batalla;Augusto Batalla;3;0;0;0;3;0;0;0;0;0.00
aurelien-tchouameni;Aurelien Tchouameni;1;0;0;0;11;16;0;1;2;16.00
axel-witsel;Axel Witsel;1;0;0;1;3;4;0;0;0;4.00
ayoze-perez;Ayoze Perez;3;0;0;5;27;14;0;0;0;4.67
b-ramirez;Benito Ramirez;2;1;0;0;6;4;0;0;0;2.00
bertug-yildirim;Bertug Yildirim;7;0;0;13;15;27;1;0;2;3.86
benat-prados;Benat Prados;6;0;0;0;12;22;0;0;1;3.67
benat-turrientes;Benat Turrientes;4;0;0;0;12;10;0;0;0;2.50
bojan-miovski;Bojan Miovski;0;0;0;6;9;10;1;0;0;0.00
b-iglesias;Borja Iglesias;2;0;0;11;25;31;2;0;0;15.50
b-mayoral;Borja Mayoral;0;0;0;4;7;5;0;0;0;0.00
borna-barisic;Borna Barisic;0;0;0;0;0;0;0;0;0;0.00
brahim;Brahim Diaz;0;0;0;0;23;8;0;0;0;0.00
brais-mendez;Brais Mendez;4;0;0;7;35;33;0;0;0;8.25
b-olivan;Brian Olivan;2;0;0;3;6;13;0;0;2;6.50
bryan;Bryan Gil;3;0;0;4;37;19;0;0;3;6.33
bryan-zaragoza;Bryan Zaragoza;3;0;0;5;23;10;0;0;0;3.33
carl-starfelt;Carl Starfelt;5;0;0;0;11;15;0;0;0;3.00
alena;Carles Alena;1;0;0;2;16;13;0;0;1;13.00
c-perez;Carles Perez;2;0;0;1;8;37;0;0;3;18.50
carlos-benavidez;Carlos Benavidez;2;0;0;0;3;12;0;0;0;6.00
c-dominguez;Carlos Dominguez;1;0;0;0;6;7;0;0;0;7.00
carlos-guirao;Carlos Guirao;0;0;0;0;0;4;0;0;0;0.00
carlos-lumbreras;Carlos Lumbreras;0;0;0;0;0;0;0;0;0;0.00
carlos-martin;Carlos Martin;2;0;0;4;22;20;0;0;0;10.00
carlos-romero;Carlos Romero;5;0;0;1;6;18;0;2;0;3.60
carlos-vicente;Carlos Vicente;1;0;0;8;39;19;0;0;2;19.00
catala;Jose Luis Catala Vazquez;0;0;0;0;0;0;0;0;0;0.00
cenk-ozkacar;Cenk Ozkacar;0;0;0;0;0;1;0;0;0;0.00
chema-andres;Jose Maria Andres Baixauli;0;0;0;0;0;1;0;0;0;0.00
chidera-ejuke;Chidera Ejuke;0;0;0;2;7;4;0;0;0;0.00
chimy-avila;Chimy Avila;4;1;0;5;18;11;0;0;0;2.75
chiquinho-1;Francisco Jorge Tavares Oliveira;2;0;0;0;8;6;0;0;0;3.00
christantus-uche;Christantus Uche;5;0;0;17;51;42;0;0;3;8.40
ivan-cantalejo;Ivan Cantalejo;1;0;0;3;6;0;0;0;0;0.00
lenglet;Clement Lenglet;7;0;0;1;12;17;0;0;0;2.43
coba-da-costa;Coba da Costa;3;0;0;0;6;5;0;0;1;1.67
conor-gallagher;Conor Gallagher;2;0;0;1;28;17;0;0;3;8.50
copete;Jose Manuel Arias Copete;4;0;0;0;7;13;0;0;0;3.25
cristhian-mosquera;Cristhian Mosquera;5;0;0;0;18;10;0;2;1;2.00
stuani;Cristhian Stuani;2;0;0;3;2;15;0;0;2;7.50
cucho;Cucho Hernandez;0;0;0;0;3;3;1;0;0;0.00
cyle-larin;Cyle Larin;4;0;0;18;24;20;1;0;3;5.00
bakambu;Cedric Bakambu;4;0;0;9;5;15;0;0;1;3.75
cesar-azpilicueta;Cesar Azpilicueta;0;0;0;1;5;5;0;0;0;0.00
cesar-gonzalez;Cesar Fernandez;0;0;0;0;0;0;0;0;0;0.00
cesar-tarrega;Cesar Tarrega;3;0;0;0;9;35;0;1;0;11.67
c-de-la-hoz;Cesar de la Hoz;0;0;0;0;0;0;0;0;0;0.00
daley-blind;Daley Blind;2;0;0;0;8;14;0;0;0;7.00
daley-sinkgraven;Daley Sinkgraven;0;0;0;0;2;2;0;0;0;0.00
damian-rodriguez;Damian Rodriguez;2;0;0;0;7;9;0;0;0;4.50
carvajal;Dani Carvajal;2;0;0;0;6;3;0;0;0;1.50
d-ceballos;Dani Ceballos;4;0;0;0;23;12;0;0;1;3.00
cardenas;Dani Cardenas;0;0;0;0;1;0;0;0;0;0.00
dani-gomez-1;Dani Gomez;0;0;0;10;8;7;0;0;4;0.00
dani-olmo;Dani Olmo;0;0;0;1;12;11;0;0;1;0.00
parejo;Dani Parejo;6;0;0;1;23;14;0;0;0;2.33
dani-raba;Dani Raba;3;0;0;6;39;20;1;0;0;6.67
daniel-requena;Dani Requena;0;0;0;0;0;0;0;0;0;0.00
dani-rodriguez;Dani Rodriguez;2;0;0;6;26;30;0;0;3;15.00
vivian;Dani Vivian;2;0;0;1;12;23;0;0;2;11.50
daniel-luna;Daniel Luna;0;0;0;0;1;0;0;0;0;0.00
daniel-yanez;Daniel Yanez;0;0;0;0;1;0;0;0;0;0.00
daouda-doumbia;Daouda Doumbia;0;0;0;0;0;0;0;0;0;0.00
darko;Darko Brasanac;2;0;0;3;9;28;1;0;1;14.00
d-machis;Darwin Machis;0;0;0;2;3;2;0;0;0;0.00
dario-benavides;Dario Benavides;1;0;0;0;0;0;0;0;0;0.00
david-alaba;David Alaba;0;0;0;0;0;0;0;0;0;0.00
david-2;David Arguelles;0;0;0;0;0;0;0;0;0;0.00
david-jimenez-1;David Jimenez;0;0;0;0;0;0;0;0;0;0.00
david-lopez;David Lopez;3;0;0;1;11;5;0;0;0;1.67
david-lopez-4;David Lopez;0;0;0;0;0;0;0;0;0;0.00
david-otorbi;David Otorbi;0;0;0;0;0;0;0;0;0;0.00
david-soria;David Soria;1;0;0;0;0;0;0;0;0;0.00
david-torres-1;David Torres;4;0;0;0;3;12;0;0;0;3.00
dawda-camara;Dawda Camara;0;0;0;0;0;0;0;0;0;0.00
denis-suarez;Denis Suarez;0;0;0;0;4;1;0;0;0;0.00
diego-aguado;Diego Aguado;0;0;0;0;0;0;0;0;0;0.00
diego-conde;Diego Conde;2;0;0;0;1;0;0;0;0;0.00
diego-ferrer;Diego Ferrer;0;0;0;0;0;0;0;0;0;0.00
diego-garcia-2;Diego Garcia;0;0;0;6;14;14;1;0;1;0.00
diego-hormigo;Diego Hormigo;0;0;0;0;0;0;0;0;0;0.00
diego-kochen;Diego Kochen;0;0;0;0;0;0;0;0;0;0.00
llorente-r;Diego Llorente;3;0;0;0;17;17;0;1;2;5.67
diego-lopez-noguerol;Diego Lopez;2;0;0;12;24;14;1;0;0;7.00
diego-mendez;Diego Mendez;0;0;0;0;0;0;0;0;0;0.00
rico;Diego Rico;5;0;0;2;42;26;1;0;1;5.20
foulquier;Dimitri Foulquier;4;0;0;0;19;21;0;0;1;5.25
dimitrios-stamatakis;Dimitrios Stamatakis;0;0;0;0;0;0;0;0;0;0.00
dinko-horkas;Dinko Horkas;1;0;0;0;0;1;0;1;0;1.00
djene;Djene Dakonam;8;0;0;1;18;31;0;0;2;3.88
djibril-sow;Djibril Sow;4;0;0;0;28;19;0;0;0;4.75
djordjije-medenica;Djordjije Medenica;0;0;0;0;0;0;0;0;0;0.00
dodi-lukebakio;Dodi Lukebakio;2;0;0;14;35;22;0;0;1;11.00
domingos-d;Domingos de Sousa Coutinho Meneses Duarte;0;1;1;0;4;13;0;0;0;0.00
dominik-greif;Dominik Greif;1;0;0;0;3;0;0;0;0;0.00
donny-van-de-beek;Donny van de Beek;4;0;0;3;7;19;0;0;0;4.75
duk;Luis Henriques de Barros Lopes;1;0;0;0;5;0;0;0;0;0.00
dario-essugo;Dario Cassia Luis Essugo;5;1;1;0;21;23;0;0;0;4.60
edu-exposito;Edu Exposito;1;0;0;0;4;5;0;0;1;5.00
eduardo-camavinga;Eduardo Camavinga;1;0;0;1;21;11;0;1;0;11.00
egoitz-arana;Egoitz Arana;0;0;0;0;0;0;0;0;0;0.00
egoitz-munoz;Egoitz Munoz;0;0;0;0;0;0;0;0;0;0.00
elias-romero;Elias Romero;0;0;0;0;0;0;0;0;0;0.00
endika-bujan;Endika Bujan;0;0;0;0;0;0;0;0;0;0.00
endrick;Endrick Felipe Moreira de Sousa;1;0;0;0;5;5;1;0;0;5.00
eneko-ortiz;Eneko Ortiz;0;0;0;0;0;0;0;0;0;0.00
franquesa;Enric Franquesa;1;0;0;0;6;8;0;0;0;8.00
enric-garcia;Enric Garcia;0;0;0;0;0;0;0;0;0;0.00
enzo-barrenechea;Enzo Barrenechea;5;0;0;0;16;16;1;0;0;3.20
boyomo;Enzo Boyomo;5;0;0;0;5;33;0;0;2;6.60
loiodice;Enzo Loiodice;3;0;0;1;5;9;0;0;0;3.00
eray-ervin-cumart;Eray Comert;5;0;0;0;9;13;0;0;1;2.60
eric-bailly;Eric Bailly;2;0;0;0;1;6;0;1;0;3.00
eric-garcia;Eric Garcia;1;0;0;0;4;10;0;0;0;10.00
etienne-etoo-pineda;Etienne Etoo Pineda;0;0;0;0;0;0;0;0;0;0.00
etta-eyong;Karl Edouard Blaise Etta Eyong;0;0;0;0;0;0;0;0;0;0.00
fabio;Fabio Gonzalez;0;0;0;0;0;1;0;0;0;0.00
facundo-garces;Facundo Garces;0;0;0;0;0;0;0;0;0;0.00
valverde-1;Federico Valverde;3;0;0;1;9;9;0;0;0;3.00
f-mendy;Ferland Mendy;1;1;0;0;5;5;0;0;0;5.00
fermin-lopez;Fermin Lopez;3;1;0;2;12;14;0;0;1;4.67
calero;Fernando Calero;0;0;0;0;5;4;0;0;1;0.00
fernando-lopez;Fernando Lopez;1;0;0;0;2;3;0;0;0;3.00
pacheco-2;Fernando Pacheco;0;0;0;0;0;0;0;0;0;0.00
ferran;Ferran Torres;1;1;0;5;5;5;0;0;0;5.00
ferran-ruiz;Ferran Ruiz Marti;0;0;0;0;0;0;0;0;0;0.00
florian-grillitsch;Florian Grillitsch;0;0;0;0;3;0;0;0;0;0.00
lejeune;Florian Lejeune;4;0;0;0;14;32;0;1;0;8.00
fran-beltran;Fran Beltran;2;0;0;0;7;19;0;1;2;9.50
fran-garcia-1;Fran Garcia;0;0;0;1;11;7;0;0;0;0.00
francisco-gonzalez;Francisco Javier Gonzalez Perez;0;0;0;0;0;0;0;0;0;0.00
francisco-martinez-1;Fran Perez;1;0;0;0;7;4;0;0;0;4.00
f-vieites;Francisco Barbosa Vieites;0;0;0;0;2;0;0;0;0;0.00
franco-cervi;Franco Cervi;1;0;0;0;1;4;0;0;0;4.00
f-de-jong;Frenkie de Jong;2;0;0;0;11;7;0;1;0;3.50
fabio-silva;Fabio Daniel Soares Silva;7;0;0;13;29;29;0;0;3;4.14
gabriel-misehouy;Gabriel Misehouy;0;0;0;2;5;1;0;0;0;0.00
garcia-pascual;Alvaro Miguel Garcia Pascual;1;0;0;0;1;1;0;0;0;1.00
gavi;Pablo Paez Gavira;4;0;0;1;9;21;0;0;1;5.25
gumbau;Gerard Gumbau;2;0;0;2;6;12;0;0;0;6.00
gerard-2;Gerard Martin;2;0;0;0;2;7;0;0;0;3.50
gerard;Gerard Moreno;0;0;0;1;9;9;1;0;2;0.00
german-garcia;German Garcia;0;0;0;0;0;0;0;0;0;0.00
german-valera;German Valera;0;0;0;0;4;2;0;0;0;0.00
geronimo-spina;Geronimo Spina;0;0;0;0;0;0;0;0;0;0.00
giorgi-mamardashvili;Giorgi Mamardashvili;1;0;0;0;3;0;0;0;0;0.00
lo-celso;Giovani Lo Celso;3;0;0;0;44;11;0;0;3;3.67
giuliano-simeone;Giuliano Simeone;2;0;0;4;24;10;0;0;0;5.00
gonzalo-garcia-1;Gonzalo Garcia;0;0;0;0;0;0;0;0;0;0.00
gonzalo-montiel;Gonzalo Montiel;1;0;0;0;1;3;0;0;0;3.00
guruzeta;Gorka Guruzeta;2;0;0;3;15;31;0;0;2;15.50
gorka-rivera;Gorka Rivera;0;0;0;0;1;1;0;0;0;0.00
gregoire-swiderski;Gregoire Swiderski;0;0;0;0;0;0;0;0;0;0.00
guilherme-fernandes;Guilherme Sousa Carvalho Fernandes;0;0;0;0;0;0;0;0;0;0.00
guille-fernandez;Guille Fernandez;0;0;0;0;0;0;0;0;0;0.00
guillem-trilla;Guillem Trilla;0;0;0;0;0;0;0;0;0;0.00
guillermo-ruiz;Guillermo Ruiz;0;0;0;0;0;0;0;0;0;0.00
hamari-traore;Hamari Traore;0;0;0;0;3;4;0;0;0;0.00
horatiu-moldovan;Horatiu Moldovan;0;0;0;0;0;0;0;0;0;0.00
hugo-duro;Hugo Duro;3;0;0;6;41;28;0;1;4;9.33
hugo-g;Hugo Guillamon;2;0;0;1;4;6;0;0;0;3.00
hugo-novoa;Hugo Novoa;0;0;0;2;1;1;0;0;0;0.00
hugo-sotelo;Hugo Sotelo;4;0;0;1;9;17;0;0;0;4.25
hugo-alvarez-1;Hugo Alvarez;5;0;0;2;14;22;0;1;0;4.40
hector-bellerin;Hector Bellerin;1;0;0;0;0;6;0;0;0;6.00
hector-fort;Hector Fort;2;0;0;0;1;3;0;0;0;1.50
iago-aspas;Iago Aspas;2;1;1;5;29;13;1;0;0;6.50
zubeldia;Igor Zubeldia;6;1;0;0;8;32;0;1;0;5.33
iker-almena;Iker Almena;0;0;0;0;1;0;0;0;0;0.00
iker-bachiller;Iker Bachiller;0;0;0;0;0;0;0;0;0;0.00
iker-benito;Iker Benito;0;0;0;0;1;1;0;0;0;0.00
iker-cordoba;Iker Cordoba;0;0;0;0;0;0;0;0;0;0.00
losada;Iker Losada;1;0;0;0;2;3;0;0;0;3.00
iker-munoz;Iker Munoz;1;0;0;0;7;8;0;0;0;8.00
iker-alvarez;Iker Alvarez;0;0;0;0;0;0;0;0;0;0.00
ilaix;Moriba Kourouma Kourouma;5;1;1;1;37;16;0;0;0;3.20
ilias-akhomach;Ilias Akhomach;1;0;0;1;21;9;0;0;1;9.00
ilias-kostis;Ilias Kostis;0;0;0;0;0;0;0;0;0;0.00
irvin-cardona;Irvin Cardona;1;0;0;5;8;8;0;0;0;8.00
isaac-romero;Isaac Romero;8;0;0;11;24;26;1;1;2;3.25
isco;Francisco Roman Alarcon Suarez;3;0;0;3;23;9;0;0;0;3.00
isi-2;Isi Palazon;4;0;0;3;36;35;0;0;2;8.75
ismael-bekhoucha;Ismael Bekhoucha;1;0;0;0;0;0;0;0;0;0.00
israel-dominguez;Israel Dominguez;0;0;0;1;1;0;0;0;0;0.00
israel-mora;Israel Mora;0;0;0;0;0;0;0;0;0;0.00
balliu;Ivan Balliu;2;0;0;0;4;12;0;0;0;6.00
cuellar;Ivan Cuellar;0;0;0;0;0;0;0;0;0;0.00
ivan-gil;Ivan Gil;0;0;0;0;0;0;0;0;0;0.00
ivan-jaime;Ivan Jaime;0;0;0;0;5;3;0;0;1;0.00
ivan-martin;Ivan Martin;1;0;0;1;12;16;0;0;0;16.00
i-sanchez;Ivan Sanchez Aguayo;4;0;0;0;25;10;0;0;0;2.50
ivan-villar;Ivan Villar;0;0;0;0;0;0;0;0;0;0.00
inaki-pena;Ignacio Pena Sotorres;1;0;0;0;0;0;0;0;0;0.00
inaki-ruperez;Inaki Ruperez;0;0;0;0;0;0;0;0;0;0.00
williams;Inaki Williams;0;0;0;12;31;17;1;0;1;0.00
inigo-arguibide;Inigo Arguibide;0;0;0;0;0;0;0;0;0;0.00
i-martinez;Inigo Martinez;3;0;0;0;21;12;1;0;2;4.00
jackson-porozo;Jackson Porozo;0;0;0;0;0;0;0;0;0;0.00
jacobo-ramon;Jacobo Ramon;0;0;0;0;0;0;0;0;0;0.00
jailson;Jailson Marques Siqueira;0;0;0;0;4;2;0;0;0;0.00
mata;Jaime Mata;5;0;0;10;8;14;0;0;1;2.80
james-1;James Rodriguez;1;0;0;3;1;2;0;0;0;2.00
oblak;Jan Oblak;0;0;0;0;2;0;0;0;0;0.00
jan-salas;Jan Salas;0;0;0;0;2;0;0;0;0;0.00
cillessen;Jasper Cillessen;1;0;0;0;3;0;0;0;0;0.00
jastin-garcia;Antonino Jastin Garcia Lopez;0;0;0;0;0;0;0;0;0;0.00
domenech;Jaume Domenech;0;0;0;0;0;0;0;0;0;0.00
javi-galan;Javi Galan;7;0;0;1;19;24;0;1;3;3.43
javier-guerra;Javi Guerra;2;0;0;0;24;22;0;0;5;11.00
javi-hdez;Javi Hernandez;2;0;0;3;5;32;0;0;2;16.00
javi-llabres;Javi Llabres;0;0;0;1;1;0;0;0;0;0.00
javi-lopez-4;Javi Lopez;2;0;0;0;16;17;0;0;1;8.50
javi-martinez-2;Javi Martinez;0;0;0;0;0;0;0;0;0;0.00
javi-munoz;Javi Munoz;3;0;0;2;19;23;0;0;0;7.67
puado;Javi Puado;3;0;0;4;17;13;1;0;1;4.33
javier-rodriguez-1;Javi Rodriguez;5;0;0;0;15;20;0;0;1;4.00
javier-serrano;Javi Serrano;0;0;0;0;0;0;0;0;0;0.00
javi-sanchez-1;Javi Sanchez de Felipe;3;0;0;0;1;14;0;0;2;4.67
manquillo;Javier Manquillo;1;0;0;0;1;9;0;0;0;9.00
javier-marton;Javier Marton;1;0;0;1;0;1;0;0;0;1.00
areso;Jesus Areso;5;0;0;6;10;23;0;0;1;4.60
j-navas;Jesus Navas;0;0;0;3;4;1;0;0;1;0.00
jesus-owono;Jesus Owono;0;0;0;0;1;1;0;1;0;0.00
jesus-rodriguez;Jesus Rodriguez;0;0;0;0;23;7;0;0;0;0.00
vallejo;Jesus Vallejo;0;0;0;0;0;0;0;0;0;0.00
j-vazquez-1;Jesus Vazquez;3;0;0;1;7;14;0;0;0;4.67
jhon-solis;Jhon Solis;2;0;0;0;5;5;0;0;0;2.50
jiri-letacek;Jiri Letacek;0;0;0;0;0;0;0;0;0;0.00
j-garcia;Joan Garcia;2;0;0;0;2;0;0;0;0;0.00
jordan;Joan Jordan;1;0;0;1;9;13;0;0;0;13.00
joaquin-panichelli;Joaquin Panichelli;0;0;0;0;0;0;0;0;0;0.00
casals;Joel Roca;0;0;0;0;0;0;0;0;0;0.00
j-carreras;Jofre Carreras;5;0;0;3;42;23;0;0;5;4.60
j-mojica;Johan Mojica;4;0;0;0;14;12;0;2;1;3.00
j-patrick;John Patrick;1;0;0;0;2;1;0;0;0;1.00
joao-cardoso;Johnny Cardoso;4;0;0;0;21;22;0;0;3;5.50
jon-aramburu;Jon Aramburu;7;0;0;3;25;33;0;1;0;4.71
jon-balda;Jon Balda;0;0;0;0;0;0;0;0;0;0.00
guridi;Jon Guridi;4;0;0;4;11;22;0;1;1;5.50
jon-magunacelaya;Jon Magunazelaia;0;0;0;0;1;1;0;0;0;0.00
jon-martin;Jon Martin;1;0;0;0;0;7;0;0;0;7.00
moncayola;Jon Moncayola;7;0;0;0;6;27;0;0;1;3.86
jon-ander-olasagasti;Jon Olasagasti;2;0;0;0;4;8;0;0;1;4.00
pacheco-3;Jon Pacheco;3;0;0;0;4;16;0;0;1;5.33
jonathan-bamba;Jonathan Bamba;1;0;0;4;17;7;0;0;1;7.00
jones-el-abdellaoui;Jones El Abdellaoui;0;0;0;0;0;0;0;0;0;0.00
joni-montiel;Joni Montiel;0;0;0;0;0;0;0;0;0;0.00
jorge-benito;Jorge Benito;0;0;0;0;0;0;0;0;0;0.00
herrando;Jorge Herrando;3;0;0;0;1;6;0;0;0;2.00
jorge-saenz;Jorge Saenz;2;0;0;0;7;15;0;1;0;7.50
de-frutos-1;Jorge de Frutos;2;1;0;2;17;32;0;0;0;16.00
aidoo-jr;Joseph Aidoo;0;0;0;0;2;0;0;0;0;0.00
jose-arnaiz;Jose Arnaiz;0;0;0;0;5;0;0;0;0;0.00
j-g-campana;Jose Campana;3;0;0;0;17;4;0;1;0;1.33
gaya;Jose Gaya;2;0;0;2;9;15;0;0;0;7.50
gragera;Jose Gragera;0;0;0;0;8;18;0;0;0;0.00
j-m-gimenez;Jose Gimenez;4;0;0;0;8;8;0;0;0;2.00
jose-angel-carmona;Jose Angel Carmona;5;0;0;1;29;25;0;0;2;5.00
